"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.454303713E1,1.069719672E0,1.227336413E0,-1.863228132E0
6.456301913E1,1.293961634E0,1.617704570E0,-1.116373217E0
6.458300113E1,1.367817815E0,1.742328031E0,-6.446777451E-1
6.460298313E1,1.083492934E0,1.669207576E0,3.813653451E-1
6.462296513E1,4.524831288E-1,1.443705465E0,1.919753165E0
6.464294713E1,-1.484719151E-1,1.627270030E0,2.067995285E0
6.466293013E1,-2.600188096E-1,1.932308891E0,1.716933135E0
6.468291213E1,-4.634667945E-1,1.992522203E0,2.210605951E0
6.470289413E1,-5.949496245E-1,1.786675507E0,2.100847281E0
6.472287613E1,-7.815259802E-1,1.153969059E0,2.300209853E0
6.474285813E1,-5.689512226E-1,-1.999116254E-1,2.600715807E0
6.476284013E1,-3.115123508E-1,-1.516905150E0,3.615953828E0
6.478282263E1,-1.078152160E0,-2.125321095E0,3.493570434E0
6.480280463E1,-2.151034810E0,-2.103802903E0,1.569113769E0
6.482278663E1,-3.195138195E0,-2.080253680E0,9.357474625E-2
6.484276863E1,-3.730059610E0,-1.809871119E0,-5.229591805E-1
6.486275063E1,-3.066454428E0,-1.772816729E0,-2.093349981E-1
6.488273263E1,-2.012475972E0,-1.377696978E0,2.419419962E-1
6.490271463E1,-8.812131865E-1,-1.049952794E0,6.216426390E-1
6.492269663E1,-2.136936223E-2,-6.839283496E-1,4.714358550E-1
6.494267862E1,3.575547521E-1,-5.308314331E-1,-6.000722605E-1
6.496266063E1,5.917511244E-1,-4.925191605E-1,-1.640588964E0
6.498264262E1,8.533050840E-1,-4.359264453E-1,-2.532534349E0
6.500262463E1,9.545868990E-1,-2.875407766E-1,-3.284154745E0
6.502260662E1,5.949524750E-1,-1.518245624E-1,-4.184635311E0
6.504258863E1,1.867724202E-1,-3.332766742E-3,-4.730947686E0
6.506257062E1,-2.243832462E-2,4.289094941E-1,-4.630125901E0
6.508255263E1,1.731077878E-1,1.167800209E0,-4.317569420E0
6.510253463E1,4.666082842E-1,1.466132022E0,-3.187518396E0
6.512251663E1,1.093608946E-1,1.467227790E0,-1.618696404E0
6.514249863E1,5.538386552E-1,1.699320298E0,-9.001800191E-1
6.516248063E1,1.082089529E0,1.580233273E0,1.876555690E0
6.518246263E1,8.004613841E-1,1.384007732E0,3.649499888E0
6.520244463E1,3.702278246E-1,1.373247832E0,4.199479637E0
6.522242663E1,7.539019793E-1,1.664166399E0,3.865597776E0
6.524240863E1,1.189177776E0,1.944671075E0,3.679597262E0
6.526239063E1,9.573769710E-1,2.281788639E0,3.338725054E0
6.528237263E1,1.458815109E0,2.306579517E0,1.914842674E0
6.530235463E1,1.886358401E0,1.000268856E0,1.668074386E0
6.532233663E1,1.507006398E0,-1.984835599E0,2.799788942E0
6.534231863E1,1.149653229E-1,-4.083607411E0,3.374773723E0
6.536230063E1,-3.308788772E-1,-4.530413040E0,1.801345879E0
6.538228263E1,6.740597114E-2,-3.706066437E0,3.061888629E-1
6.540226463E1,3.395043974E-1,-2.537361810E0,-9.097823167E-1
6.542224663E1,8.102224336E-1,-1.512830518E0,-1.843443493E0
6.544222863E1,1.211475840E0,-5.816197635E-1,-1.605653020E0
6.546221063E1,1.116166517E0,1.398873255E-1,-9.477196366E-1
6.548219263E1,1.063579291E0,3.590386292E-1,-2.240600413E-1
6.550217463E1,9.377027714E-1,3.255864161E-1,1.057866561E-1
6.552215663E1,6.498018064E-1,3.137987217E-1,-4.410788655E-1
6.554213863E1,5.229651739E-1,3.746441169E-1,-1.122578866E0
6.556212063E1,-8.541281892E-2,5.200541376E-1,-1.817450865E0
6.558210263E1,-8.459226818E-1,6.174507701E-1,-2.845434061E0
6.560208463E1,-1.000868780E0,6.710276377E-1,-3.432769332E0
6.562206663E1,-1.306848605E0,7.268090518E-1,-2.865720391E0
6.564204863E1,-4.734363337E-1,9.147293535E-1,-2.976689435E0
6.566202963E1,4.573817068E-1,1.028122652E0,-1.245481492E0
6.568201163E1,3.977075089E-1,9.106067741E-1,-1.332691544E-1
6.570199363E1,2.271057646E-1,6.746862406E-1,6.286288923E-1
6.572197563E1,3.707864895E-1,7.776188707E-1,1.099748413E0
6.574195763E1,3.892627042E-1,9.890395707E-1,1.607612422E0
6.576193963E1,2.385753887E-1,1.257977138E0,2.466412280E0
6.578192200E1,-1.434734594E-1,1.732060320E0,2.557175100E0
6.580190400E1,-3.269291196E-1,1.503264327E0,1.723969674E0
6.582188600E1,-2.122349247E-1,5.897944634E-1,2.135922974E0
6.584186800E1,4.983716387E-1,-1.296938598E0,3.093655382E0
6.586185000E1,7.778315267E-2,-1.912143160E0,4.415924850E0
6.588183200E1,-8.724178778E-1,-1.239810424E0,2.761074527E0
6.590181400E1,-2.013598053E0,-9.750941075E-1,8.903578663E-1
6.592179600E1,-2.932710187E0,-9.379770058E-1,5.518742466E-1
6.594177800E1,-3.745897963E0,-1.249078261E0,4.219011676E-1
6.596176000E1,-4.019601742E0,-1.547023719E0,-1.403103715E-1
6.598174200E1,-3.227739346E0,-1.698995339E0,-2.151091236E-1
6.600172400E1,-1.796381593E0,-1.724599565E0,2.076182556E-1
6.602170600E1,-5.944753422E-1,-1.363988328E0,-3.389285928E-1
6.604168800E1,1.518399113E-1,-8.146014865E-1,-1.225617916E0
6.606167000E1,5.184281731E-1,-4.691177264E-1,-2.668358737E0
6.608165200E1,6.772847432E-1,-2.389610857E-1,-3.484267514E0
6.610163400E1,5.053523371E-1,-1.118743385E-1,-4.063099764E0
6.612161600E1,3.381198498E-1,-8.458713725E-2,-4.444373893E0
6.614159800E1,3.195941895E-1,1.456478561E-1,-4.415461750E0
6.616158000E1,4.620197913E-1,5.453775515E-1,-4.214333319E0
6.618156200E1,5.924744616E-1,1.191808438E0,-3.484317216E0
6.620154400E1,5.825673414E-1,1.347976166E0,-2.247346931E0
6.622152600E1,3.547964377E-1,1.290571126E0,-7.082363945E-1
6.624150800E1,5.610222886E-1,1.580870912E0,6.178945738E-1
6.626149000E1,5.115185914E-1,1.675947808E0,1.566775467E0
6.628147200E1,-7.800076045E-3,1.627367824E0,2.186346438E0
6.630145400E1,-5.019831714E-1,1.312047657E0,3.431023353E0
6.632143600E1,-4.311475525E-1,1.830473345E0,4.579672616E0
6.634141800E1,2.074208390E-1,2.751026672E0,3.862359588E0
6.636140000E1,1.948040533E0,2.546139650E0,3.173204412E0
6.638138200E1,2.556141020E0,5.807657777E-1,4.030806761E0
6.640136400E1,1.507367464E0,-2.582945242E0,4.825287248E0
6.642134600E1,6.002021783E-1,-4.829213653E0,5.131574929E0
6.644132700E1,7.113512063E-1,-5.058238565E0,3.384353802E0
6.646130900E1,1.430296776E0,-4.257100147E0,1.079760876E0
6.648129100E1,2.082929658E0,-2.983606106E0,-8.309314442E-1
6.650127300E1,2.669902402E0,-1.177592980E0,-2.099732802E0
6.652125500E1,3.294926485E0,8.101745595E-1,-2.613621197E0
6.654123700E1,2.996218843E0,1.599974058E0,-2.376960990E0
6.656121900E1,1.653587909E0,7.519243048E-1,-1.740315565E0
6.658120100E1,5.456859921E-1,-1.980310147E-1,-1.148975537E0
6.660118300E1,-1.272086799E-1,-9.468293980E-1,-1.120368619E0
6.662116500E1,-7.306082071E-1,-1.299872585E0,-1.744822015E0
6.664114700E1,-1.357238448E0,-1.323490073E0,-2.432853355E0
6.666112900E1,-1.348036977E0,-1.015811925E0,-3.429735796E0
6.668111100E1,-1.457233437E0,-7.447791535E-1,-3.283994531E0
6.670109300E1,-1.755873837E0,-1.713380367E-1,-3.633132362E0
6.672107500E1,-1.126573903E0,6.637667115E-1,-3.936947256E0
6.674105700E1,-1.516977966E-1,1.609946776E0,-2.927027278E0
6.676103900E1,3.582339062E-1,2.019220882E0,-1.469995278E0
6.678102100E1,5.139758473E-1,2.216084207E0,-1.261700499E-1
6.680100313E1,2.019508784E-1,2.168840167E0,1.083700730E0
6.682098513E1,-1.090543872E0,2.115235817E0,1.740845323E0
6.684096713E1,-1.958284855E0,1.947697886E0,1.737653913E0
6.686094913E1,-1.897814120E0,1.797928620E0,2.053343332E0
6.688093113E1,-1.393980158E0,1.429885863E0,2.902825652E0
6.690091213E1,-1.339587897E0,1.614777453E0,3.492766442E0
6.692089413E1,-1.435610872E0,2.418250519E0,2.626948755E0
6.694087613E1,-9.169835282E-1,1.163197281E0,2.846809326E0
6.696085813E1,-2.412641212E-1,-1.816033646E0,4.267789149E0
6.698084013E1,-1.715137016E0,-4.042353258E0,3.692117320E0
6.700082213E1,-2.853253835E0,-4.719797338E0,5.636558014E-1
6.702080413E1,-3.020585067E0,-4.093331038E0,-1.055580885E0
6.704078612E1,-2.673108138E0,-3.255081804E0,-1.804440225E0
6.706076813E1,-1.836481359E0,-2.623633384E0,-8.387240285E-1
6.708075012E1,-7.353776347E-1,-1.487054968E0,-3.248028892E-1
6.710073213E1,5.357405361E-2,-4.025502460E-1,-9.051255941E-2
6.712071412E1,5.005847001E-1,4.041297251E-1,-4.199113601E-1
6.714069613E1,9.506381281E-1,8.518413797E-1,-1.398642290E0
6.716067812E1,9.559417719E-1,9.664443214E-1,-2.228182096E0
6.718066013E1,4.103403087E-1,6.798642424E-1,-3.079080613E0
6.720064212E1,-2.899114205E-1,6.826214969E-2,-3.329297588E0
6.722062413E1,-1.000609018E0,-1.439350605E-2,-3.872049594E0
6.724060613E1,-1.188096918E0,1.500364839E-1,-3.914907930E0
6.726058813E1,-1.417264356E0,1.143102886E-1,-3.746395268E0
6.728056913E1,-4.882981286E-1,-8.330820501E-2,-1.868387130E0
6.730055113E1,-5.579567030E-1,1.106841378E-1,6.779986882E-1
6.732053313E1,-3.197939085E-1,5.731345765E-1,1.274287215E0
6.734051513E1,-5.332518149E-2,8.860692260E-1,2.115525547E0
6.736049713E1,3.003916775E-1,1.263350729E0,2.962506428E0
6.738047913E1,3.019888445E-1,1.255631674E0,3.370681842E0
6.740046113E1,3.499230758E-1,1.391944304E0,3.335344779E0
6.742044313E1,6.296312512E-1,1.936473717E0,3.612632609E0
6.744042513E1,4.140461278E-1,2.825740639E0,3.202455693E0
6.746040713E1,1.153046441E0,2.815854167E0,2.347454771E0
6.748038913E1,2.189253089E0,1.254427440E0,1.493955998E0
6.750037113E1,1.396106645E0,-2.315624868E0,1.854694120E0
6.752035313E1,-8.479745429E-2,-5.180341292E0,1.910270736E0
6.754033513E1,-2.602629308E-1,-5.943683601E0,1.634240057E0
6.756031713E1,3.721711101E-1,-4.904243663E0,1.205132781E0
6.758029913E1,4.590518177E-1,-3.123665047E0,-1.643219626E-1
6.760028013E1,8.333790886E-1,-1.179625910E0,-1.022209071E0
6.762026213E1,1.039517414E0,4.542017716E-1,-1.216446558E0
6.764024413E1,9.783039366E-1,1.330654082E0,-1.053558333E0
6.766022613E1,9.898662208E-1,1.175084378E0,-1.966699290E-1
6.768020813E1,8.525236036E-1,5.765756629E-1,2.372250473E-1
6.770019013E1,4.777621038E-1,9.460502565E-2,-8.431684971E-3
6.772017213E1,-3.009250898E-1,-3.232827593E-1,-1.130893022E0
6.774015413E1,-9.299883936E-1,-4.555261660E-1,-2.344900707E0
6.776013613E1,-9.844968688E-1,-3.546384533E-1,-3.491966543E0
6.778011813E1,-1.047022827E0,5.926021501E-2,-4.016085811E0
6.780009938E1,-9.546925143E-1,5.635015811E-1,-4.786715505E0
6.782008138E1,8.655048609E-2,1.187300089E0,-3.817650608E0
6.784006338E1,3.382044151E-1,1.681961377E0,-2.930692897E0
6.786004438E1,3.110082842E-1,1.928422101E0,-2.360929679E0
6.788002638E1,2.889529157E-1,1.910296463E0,-1.398881441E0
6.790000838E1,1.337090478E-1,2.000520317E0,3.495623392E-1
6.791999038E1,-5.457068593E-1,1.883826849E0,1.087534164E0
6.793997238E1,-1.259015165E0,1.721637074E0,1.867039347E0
6.795995438E1,-1.204432284E0,1.641524664E0,2.457837923E0
6.797993638E1,-4.414682535E-1,2.957415550E0,2.899658800E0
6.799991838E1,9.484381863E-1,3.679204329E0,2.980931005E0
6.801990038E1,2.397224224E0,7.267539418E-1,4.498866434E0
6.803988238E1,1.383204617E0,-3.712279689E0,6.459954152E0
6.805986438E1,-1.898561979E0,-5.460500690E0,4.874135472E0
6.807984638E1,-3.052606759E0,-4.473558223E0,1.066051494E0
6.809982838E1,-2.961890717E0,-3.022811687E0,-4.121608758E-1
6.811980938E1,-2.905598402E0,-1.873036836E0,-6.099195564E-1
6.813979138E1,-2.578338220E0,-1.285357164E0,-8.657796800E-2
6.815977338E1,-1.410590490E0,-1.155373560E0,6.757147658E-1
6.817975538E1,-3.660574807E-1,-1.146289326E0,1.204376151E0
6.819973738E1,4.345502300E-1,-8.266201459E-1,8.944076478E-1
6.821971938E1,1.087969416E0,-5.999316350E-1,-5.238485420E-1
6.823970138E1,1.074689659E0,-5.884276767E-1,-1.927736953E0
6.825968338E1,7.481871300E-1,-8.186888364E-1,-3.288769367E0
6.827966538E1,5.388571020E-1,-8.158375879E-1,-4.559875113E0
6.829964738E1,5.022130401E-1,-6.006420717E-1,-5.572585382E0
6.831962938E1,3.888437878E-1,1.899140561E-1,-6.021185521E0
6.833961138E1,1.572708783E-1,9.698264971E-1,-6.390115008E0
6.835959338E1,3.443118319E-2,1.030931070E0,-5.022180541E0
6.837957437E1,3.106322352E-1,1.161961618E0,-2.531640894E0
6.839955638E1,5.643057925E-1,1.506691964E0,8.381398916E-3
6.841953837E1,1.027922605E0,1.702385408E0,2.240429090E0
6.843952038E1,9.663795635E-1,1.527739748E0,3.188408927E0
6.845950237E1,-4.874852926E-2,1.171164405E0,3.385347828E0
6.847948438E1,-6.821158589E-1,1.116141521E0,3.062842895E0
6.849946637E1,7.434953973E-3,1.369106688E0,3.368758693E0
6.851944838E1,5.151350212E-1,1.633996813E0,3.910600871E0
6.853943038E1,4.462635916E-1,1.935637857E0,4.044716118E0
6.855941238E1,1.068509810E0,2.076764208E0,2.850929275E0
6.857939438E1,2.102744995E0,1.297804278E0,2.544786020E0
6.859937538E1,2.101471471E0,-1.707453483E0,3.236840245E0
6.861935738E1,1.550253282E0,-3.791110973E0,2.805147330E0
6.863933938E1,1.730385678E0,-4.371516124E0,1.127681147E0
6.865932138E1,2.131908860E0,-3.864783259E0,-1.081875229E-1
6.867930338E1,1.593961950E0,-2.786352625E0,-1.546594387E0
6.869928538E1,7.404074827E-1,-1.514875143E0,-3.042489907E0
6.871926738E1,1.849885078E-1,-6.843225981E-1,-3.445412182E0
6.873924938E1,-7.756221928E-2,-5.604464109E-1,-2.249363635E0
6.875923138E1,3.043903325E-2,-6.984060556E-1,-9.033766919E-1
6.877921338E1,5.438963056E-2,-8.692671056E-1,-3.185042685E-1
6.879919500E1,5.076065118E-1,-6.944607930E-1,-5.319703245E-1
6.881917700E1,5.303460046E-1,-4.073073944E-1,-1.122863041E0
6.883915900E1,-4.229861185E-2,-2.125385414E-1,-2.449877524E0
6.885914100E1,5.195974700E-2,1.493734096E-1,-3.246486982E0
6.887912300E1,3.049852136E-1,6.844221470E-1,-3.029062361E0
6.889910500E1,3.038919304E-1,1.276751232E0,-3.474084588E0
6.891908700E1,1.050848587E0,1.831667054E0,-2.235606891E0
6.893906900E1,1.428424644E0,2.124574259E0,-1.100286357E0
6.895905100E1,1.456883043E0,1.984330107E0,1.859975910E-1
6.897903300E1,1.065842748E0,1.819190558E0,1.180269250E0
6.899901400E1,4.391700420E-1,1.687715037E0,1.564536569E0
6.901899600E1,-7.487084824E-1,1.351854770E0,1.815093268E0
6.903897800E1,-1.319491163E0,1.055027153E0,2.169807004E0
6.905896000E1,-1.695191140E0,7.269078697E-1,2.637338088E0
6.907894200E1,-2.191067772E0,9.501358522E-1,2.584875115E0
6.909892400E1,-2.160728909E0,2.186032296E0,1.423100608E0
6.911890600E1,-8.191488661E-1,2.074429415E0,9.160943860E-1
6.913888800E1,9.838860541E-1,-5.592869081E-1,3.691618552E0
6.915887000E1,1.478071598E-1,-3.148152602E0,5.133677003E0
6.917885200E1,-1.404839169E0,-3.522059239E0,2.174830347E0
6.919883300E1,-1.818448108E0,-2.688361184E0,-8.193826085E-1
6.921881500E1,-2.102015847E0,-1.657983115E0,-1.764772130E0
6.923879700E1,-2.443714266E0,-1.440245814E0,-1.554178811E0
6.925877900E1,-2.411130949E0,-1.478623867E0,-3.465551162E-1
6.927876100E1,-1.859774766E0,-1.408227484E0,5.073055995E-1
6.929874300E1,-9.685376246E-1,-1.211134509E0,1.392861732E0
6.931872500E1,-7.642946742E-2,-7.308817837E-1,1.051610041E0
6.933870700E1,4.638811793E-1,-2.248478074E-1,-4.102266169E-1
6.935868900E1,6.355970923E-1,5.290502250E-2,-1.588052316E0
6.937867000E1,5.444012126E-1,1.512779939E-1,-2.796861826E0
6.939865200E1,9.827579800E-2,1.061816356E-1,-3.954708173E0
6.941863400E1,-2.472212280E-1,1.421402577E-1,-4.529478947E0
6.943861600E1,-5.395307013E-1,5.647616561E-1,-4.905940817E0
6.945859800E1,-1.409782332E-1,7.976116705E-1,-4.554163553E0
6.947858000E1,-4.223556425E-1,7.002376959E-1,-3.529329666E0
6.949856200E1,-1.205196662E-1,7.190592983E-1,-2.166048998E0
6.951854400E1,-3.040069744E-1,7.608016938E-1,-7.214177728E-2
6.953852600E1,-6.222913876E-2,9.832512657E-1,1.036201458E0
6.955850700E1,3.094523402E-1,1.205781822E0,2.027788076E0
6.957848900E1,8.584311187E-1,1.496183056E0,2.572156836E0
6.959847100E1,9.709503320E-1,1.575872712E0,3.645488698E0
6.961845300E1,9.804365623E-1,2.052671341E0,3.407484217E0
6.963843500E1,1.486226856E0,2.541875276E0,1.722603180E0
6.965841700E1,2.457720979E0,1.839627161E0,1.522357678E0
6.967839900E1,2.924379074E0,-6.073801106E-1,3.689314165E0
6.969838100E1,1.987051548E0,-3.607533837E0,5.767104120E0
6.971836200E1,7.570313361E-1,-4.895993534E0,5.994759030E0
6.973834400E1,7.669797157E-1,-4.464262027E0,3.028401625E0
6.975832600E1,1.037271791E0,-3.243354043E0,8.468931735E-1
6.977830800E1,8.968943225E-1,-1.991501279E0,-8.333633012E-1
6.979828975E1,1.172982816E0,-4.399142464E-1,-1.666591532E0
6.981827175E1,1.496782980E0,7.983925661E-1,-1.715390055E0
6.983825375E1,1.055316006E0,1.018237642E0,-1.310275658E0
6.985823575E1,2.073697124E-1,4.234414704E-1,-6.698114169E-1
6.987821775E1,-3.645855904E-1,-2.439413054E-1,-6.073836190E-1
6.989819875E1,-9.260462739E-1,-8.012113626E-1,-5.085674286E-1
6.991818075E1,-1.246066214E0,-9.415812296E-1,-1.466841874E0
6.993816275E1,-1.166090995E0,-6.249371065E-1,-2.198923214E0
6.995814475E1,-1.293591798E0,-3.036542411E-1,-2.856871800E0
6.997812675E1,-1.136197836E0,3.825032133E-1,-3.695767152E0
6.999810875E1,-7.614024221E-1,7.171808803E-1,-3.861405323E0
7.001809075E1,-2.838023593E-1,1.251144813E0,-4.220623754E0
7.003807275E1,9.539742570E-1,1.695523555E0,-3.009089441E0
7.005805375E1,5.074723547E-1,1.701005173E0,-1.495770389E0
7.007803575E1,-2.088728488E-1,1.472542471E0,-1.191510522E0
7.009801775E1,-3.827038093E-1,1.407401419E0,-6.808059365E-1
7.011799975E1,-5.257069333E-1,1.333978516E0,7.531810176E-1
7.013798175E1,-8.881072730E-1,1.102113027E0,2.348083931E0
7.015796375E1,-1.033089570E0,1.452729034E0,3.788965922E0
7.017794575E1,-4.809858931E-1,2.838263036E0,3.598783479E0
7.019792775E1,1.140565706E0,2.440691694E0,3.854395680E0
7.021790875E1,1.698045459E0,-4.617702614E-1,5.761318300E0
7.023789075E1,-1.241351458E-1,-3.121685765E0,5.889500377E0
7.025787275E1,-1.554186704E0,-3.238629201E0,2.500491022E0
7.027785475E1,-1.574829568E0,-2.493722286E0,2.268836617E-1
7.029783675E1,-1.614404255E0,-1.847428224E0,-2.843126750E-1
7.031781875E1,-1.956454384E0,-1.794710897E0,-2.426945329E-1
7.033780075E1,-2.106526682E0,-1.872793738E0,9.537042618E-2
7.035778275E1,-1.534500299E0,-1.695885936E0,2.657612139E-1
7.037776375E1,-5.443521691E-1,-1.339082990E0,3.973352605E-1
7.039774575E1,1.672306600E-1,-1.228614029E0,-1.131787062E-1
7.041772775E1,7.565798579E-1,-1.195359598E0,-1.329791910E0
7.043770975E1,9.660174747E-1,-1.090820738E0,-2.600364974E0
7.045769175E1,9.008482828E-1,-8.038778391E-1,-3.832714205E0
7.047767375E1,8.346079541E-1,-2.608321573E-1,-4.853078479E0
7.049765575E1,1.021291350E0,4.352027062E-1,-5.213572188E0
7.051763675E1,1.013410181E0,1.058679471E0,-4.660663569E0
7.053761875E1,7.182867350E-1,1.059232179E0,-4.032260964E0
7.055760075E1,3.237900784E-1,7.731822959E-1,-2.744042757E0
7.057758275E1,2.845631551E-1,8.295332287E-1,-1.159994030E0
7.059756475E1,3.009148206E-1,8.573937495E-1,6.571381617E-1
7.061754675E1,3.187704630E-2,7.482355888E-1,2.189009260E0
7.063752875E1,-5.349180521E-1,6.694446503E-1,2.740626229E0
7.065751075E1,-8.187508900E-1,8.292511006E-1,2.432634085E0
7.067749175E1,-6.589206123E-1,1.245517453E0,2.177873822E0
7.069747375E1,-2.974343386E-1,1.406944605E0,2.073934886E0
7.071745575E1,-1.314948899E-1,1.646979678E0,2.267113443E0
7.073743775E1,8.063536964E-2,2.543411047E0,2.078974017E0
7.075741975E1,1.285041999E0,2.446870301E0,9.930647939E-1
7.077740175E1,2.192410293E0,4.186474845E-2,2.550088275E0
7.079738379E1,1.453250606E0,-3.642110177E0,4.426383179E0
7.081736479E1,1.451104970E-1,-5.370464678E0,4.397650546E0
7.083734679E1,2.407189780E-1,-4.495437627E0,1.769833480E0
7.085732879E1,6.000777423E-1,-3.159452931E0,-1.631858486E-1
7.087731079E1,4.464387158E-1,-1.731428529E0,-1.738894107E0
7.089729279E1,7.628296544E-1,-3.790523328E-1,-2.610735596E0
7.091727479E1,1.143524178E0,6.560257289E-1,-2.991603343E0
7.093725679E1,1.295238812E0,1.028404634E0,-2.127619343E0
7.095723779E1,1.265522532E0,7.667738937E-1,-6.894609851E-1
7.097721979E1,9.526519091E-1,3.694421415E-1,-6.502571583E-2
7.099720179E1,2.548385420E-1,-6.133027554E-2,-2.157833076E-1
7.101718379E1,-3.803003844E-1,-1.928809333E-1,-1.176425291E0
7.103716579E1,-9.229962932E-1,-7.096370950E-2,-2.115159511E0
7.105714779E1,-1.047210449E0,-1.175348818E-2,-2.679047447E0
7.107712979E1,-7.927476642E-1,3.053034483E-1,-2.192762588E0
7.109711079E1,-3.446182625E-1,7.694671212E-1,-1.883873481E0
7.111709279E1,1.070505318E-1,1.123268984E0,-1.929118066E0
7.113707479E1,3.654463005E-1,1.392260346E0,-2.168250475E0
7.115705679E1,3.308455846E-1,1.448363796E0,-1.413880134E0
7.117703879E1,2.949427669E-1,1.503778735E0,-9.333419180E-1
7.119702079E1,4.833321615E-1,1.720422315E0,-3.824979508E-1
7.121700179E1,3.142101099E-1,2.014104129E0,1.965091306E-1
7.123698379E1,-6.635157198E-2,1.933514295E0,7.251079506E-1
7.125696579E1,-1.223924197E-1,1.619792903E0,1.307433327E0
7.127694779E1,9.454399534E-3,1.556468142E0,2.405448625E0
7.129692979E1,7.495969668E-2,2.443678452E0,3.191397439E0
7.131691179E1,4.979214761E-2,3.854903803E0,2.681808502E0
7.133689379E1,-2.554034561E-2,2.253383742E0,3.053250538E0
7.135687479E1,5.959609370E-1,-1.402424415E0,5.152916096E0
7.137685679E1,-8.013500878E-1,-3.716363384E0,5.095515150E0
7.139683879E1,-1.714687219E0,-4.004166262E0,1.917566307E0
7.141682079E1,-2.343961352E0,-3.098792454E0,-5.032751137E-1
7.143680279E1,-2.293325341E0,-2.669122091E0,-1.464456795E0
7.145678479E1,-1.898999643E0,-2.863159896E0,-7.333402455E-1
7.147676579E1,-1.587448006E0,-2.722121253E0,-2.956235290E-1
7.149674779E1,-8.402975873E-1,-1.622684935E0,-1.204730492E0
7.151672979E1,1.550643584E-1,-4.131804840E-1,-2.142227442E0
7.153671179E1,9.401974129E-1,4.696876837E-1,-3.067810689E0
7.155669379E1,1.020819334E0,2.979434118E-1,-3.373728826E0
7.157667579E1,4.393361760E-1,-3.371329129E-1,-3.155780295E0
7.159665779E1,2.901724622E-2,-5.878698523E-1,-3.419635901E0
7.161663879E1,2.323908618E-1,-2.662963803E-1,-3.545339928E0
7.163662079E1,5.872554561E-1,2.508917445E-1,-3.090497301E0
7.165660279E1,4.861484729E-1,4.425143570E-1,-2.473373975E0
7.167658479E1,1.437024875E-1,5.587518878E-1,-1.445083215E0
7.169656679E1,-1.238878085E-1,7.584761100E-1,-3.747398651E-1
7.171654879E1,-1.228896157E-1,1.750191220E0,5.774716026E-1
7.173652979E1,3.512488224E-2,2.421838955E0,1.099594631E0
7.175651179E1,4.815873523E-1,2.632247502E0,2.107921827E0
7.177649379E1,3.377476014E-2,2.285878766E0,3.378950390E0
7.179647588E1,-6.552898568E-1,2.191658195E0,3.243799016E0
7.181645788E1,-7.028045505E-1,2.414472341E0,1.982603132E0
7.183643988E1,-1.491797206E-1,1.639415866E0,6.755089438E-1
7.185642088E1,9.322121628E-1,-6.892623259E-1,2.142685279E0
7.187640288E1,2.204997448E0,-3.513217664E0,5.900404265E0
7.189638488E1,1.754776607E0,-5.000800781E0,8.184226711E0
7.191636688E1,1.146801688E0,-4.910679985E0,5.843002149E0
7.193634888E1,7.667350828E-1,-3.851961485E0,2.701491984E0
7.195633088E1,2.805052605E-1,-2.471883520E0,-1.327317953E-2
7.197631188E1,-1.116511942E-1,-9.685627677E-1,-2.101792191E0
7.199629388E1,3.251224396E-1,4.011942767E-1,-2.761918865E0
7.201627588E1,1.223474181E0,1.168773040E0,-2.333020334E0
7.203625788E1,1.545133607E0,1.010176817E0,-6.114164436E-1
7.205623988E1,9.152716096E-1,8.999625027E-2,4.690127689E-1
7.207622188E1,2.265054200E-1,-7.944900613E-1,7.432998079E-1
7.209620288E1,-1.015167269E-1,-9.645630529E-1,2.693286002E-2
7.211618488E1,-2.779608446E-1,-7.633560500E-1,-1.604933227E0
7.213616688E1,-5.289294800E-1,-3.574804924E-1,-2.887207739E0
7.215614888E1,-6.459609897E-1,-8.709047645E-2,-4.040397949E0
7.217613088E1,-6.153802711E-1,-1.410611540E-2,-3.434487829E0
7.219611288E1,-3.556921215E-1,5.971686794E-1,-3.281253356E0
7.221609388E1,2.056216873E-1,9.925321126E-1,-3.019288155E0
7.223607588E1,3.167501038E-1,1.384333861E0,-2.556880401E0
7.225605787E1,5.871156346E-2,1.142688026E0,-1.942404694E0
7.227603988E1,2.307367210E-1,7.637410891E-1,-5.431414300E-1
7.229602187E1,-8.102801017E-2,6.486601375E-1,1.110459343E0
7.231600388E1,-7.733542040E-1,5.268276983E-1,1.688204595E0
7.233598487E1,-5.957397295E-1,3.536669384E-1,1.891963103E0
7.235596688E1,-1.253312961E0,9.201967925E-2,2.716326370E0
7.237594888E1,-2.075563921E0,5.177864411E-1,1.935388620E0
7.239593088E1,-1.058869797E0,1.304241332E0,5.407826632E-1
7.241591288E1,1.085032287E0,1.071555186E0,1.081359504E0
7.243589388E1,8.364010759E-1,-1.517737209E0,3.691858873E0
7.245587588E1,-9.072900872E-1,-3.050326053E0,4.230154715E0
7.247585788E1,-1.053446213E0,-2.377159796E0,2.248191853E0
7.249583988E1,-7.674362370E-1,-1.108186384E0,6.126952296E-1
7.251582188E1,-9.211375364E-1,-4.421860358E-1,-1.528438783E-1
7.253580388E1,-1.524543368E0,-1.101843470E-1,-7.069827515E-1
7.255578488E1,-1.512578795E0,-3.695498765E-2,-1.338547531E0
