"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.418114063E1,-4.447570565E-1,4.256515718E-1,-5.672253512E0
4.420112363E1,-9.616202223E-1,5.658534043E-1,-5.778748266E0
4.422110563E1,-1.321309939E0,8.412429359E-1,-5.224039873E0
4.424108863E1,-4.194584933E-1,1.221742674E0,-2.898656588E0
4.426107063E1,9.551128560E-1,1.930540986E0,8.938235110E-1
4.428105363E1,8.975283068E-1,1.801642040E0,2.815033218E0
4.430103563E1,4.207281431E-1,1.319909239E0,3.010177023E0
4.432101863E1,-2.344837996E-1,2.767188229E-1,3.751927904E0
4.434100063E1,-6.874007917E-1,-6.877275780E-1,5.612473918E0
4.436098363E1,-1.553977959E-1,-6.157042799E-1,5.515951005E0
4.438096563E1,8.592619349E-1,4.797374395E-1,3.657352114E0
4.440094863E1,1.850172176E0,1.119361728E0,1.675776923E0
4.442093063E1,2.837554061E0,5.273281469E-1,1.135399472E0
4.444091363E1,2.436565899E0,-1.257394756E0,1.778176287E0
4.446089563E1,7.801834595E-1,-3.135549805E0,2.837759591E0
4.448087863E1,1.288901746E-1,-4.216528949E0,3.163523178E0
4.450086063E1,1.422114037E0,-3.756759458E0,2.806478156E0
4.452084363E1,2.585899547E0,-2.402115712E0,1.269777843E0
4.454082563E1,2.707064088E0,-1.088870472E0,-8.045008600E-2
4.456080863E1,2.584723088E0,-1.136600417E-1,-6.005745363E-1
4.458079063E1,2.023869564E0,5.049834874E-1,-4.966858864E-1
4.460077363E1,1.203493075E0,4.661648094E-1,-3.761747718E-1
4.462075563E1,7.254137599E-1,2.678062410E-1,-8.671216160E-1
4.464073863E1,4.499746002E-1,2.162851083E-1,-1.995849414E0
4.466072063E1,1.628296070E-2,2.922329296E-1,-3.316185792E0
4.468070363E1,-3.275966158E-1,3.440718037E-1,-4.800973356E0
4.470068563E1,-3.880925667E-1,5.356264788E-1,-5.499759480E0
4.472066863E1,-4.753675959E-1,4.616518553E-1,-4.101205484E0
4.474065063E1,-7.552936167E-1,6.681272726E-1,-3.475028329E0
4.476063250E1,-9.274810345E-1,9.962957460E-1,-3.428585064E0
4.478061550E1,-4.657514843E-1,1.251294502E0,-3.102081220E0
4.480059750E1,-3.282946271E-1,1.204870825E0,-1.840993509E0
4.482058050E1,-7.911352944E-1,7.675874607E-1,3.061017394E-2
4.484056250E1,-1.321111572E0,8.579848299E-1,9.640859932E-1
4.486054550E1,-1.467819529E0,1.176599830E0,9.610056800E-1
4.488052750E1,-1.190573945E0,1.450779280E0,1.150319812E0
4.490051050E1,-1.196427519E0,1.062608288E0,2.276178381E0
4.492049250E1,-1.807007299E0,1.163030781E0,3.031415865E0
4.494047550E1,-1.622250926E0,1.836952499E0,2.379584636E0
4.496045750E1,-6.276197360E-1,6.171278577E-1,2.273997370E0
4.498044050E1,-1.028580270E0,-2.357655092E0,4.510753239E0
4.500042250E1,-2.860384807E0,-3.582990442E0,4.998297588E0
4.502040550E1,-2.708791648E0,-2.898049647E0,3.203202968E0
4.504038750E1,-2.188030436E0,-1.806939910E0,1.626025888E0
4.506037050E1,-2.479193124E0,-9.807084578E-1,1.180086232E0
4.508035250E1,-2.974080407E0,-1.017934902E0,9.155301297E-1
4.510033550E1,-2.745689918E0,-1.307357021E0,1.044919072E0
4.512031750E1,-1.752413308E0,-1.394343271E0,8.325458604E-1
4.514029950E1,-8.176033739E-1,-1.347090167E0,-4.550654054E-2
4.516028250E1,-4.104021795E-1,-1.122945268E0,-1.249481573E0
4.518026450E1,-4.501769869E-1,-8.757417275E-1,-2.863917110E0
4.520024750E1,-4.589206208E-1,-6.063905059E-1,-4.278569076E0
4.522022950E1,-3.475877345E-1,-4.468360706E-1,-4.587476894E0
4.524021250E1,-1.017159708E-1,-8.419204820E-2,-4.469813374E0
4.526019450E1,4.953454122E-1,1.592088283E-1,-3.681583561E0
4.528017750E1,3.806484765E-1,4.632751520E-1,-3.077303644E0
4.530015950E1,3.786456589E-1,8.066790940E-1,-2.889020961E0
4.532014250E1,3.569448875E-1,7.925140679E-1,-2.246516626E0
4.534012450E1,7.017604570E-1,4.853116632E-1,-8.581402928E-1
4.536010750E1,1.336119767E0,7.121201152E-1,7.252295727E-1
4.538008950E1,1.667112226E0,1.110958695E0,1.962382291E0
4.540007150E1,1.524514716E0,1.301784039E0,2.182259819E0
4.542005450E1,1.041294675E0,1.246720663E0,2.035290053E0
4.544003650E1,5.881404322E-1,1.868136869E0,2.229419952E0
4.546001950E1,1.443676668E0,2.314060445E0,1.705701803E0
4.548000150E1,2.560192264E0,1.374060303E0,1.357995370E0
4.549998450E1,1.692601116E0,-2.052167164E0,3.077760896E0
4.551996650E1,-1.152964946E-1,-5.335400680E0,5.295697501E0
4.553994950E1,-8.455973574E-1,-6.485330483E0,6.381731855E0
4.555993150E1,-3.614810843E-1,-5.477171686E0,3.673890964E0
4.557991450E1,2.950151993E-1,-3.234074220E0,8.921319115E-1
4.559989650E1,2.863112533E-1,-1.550070411E0,-7.232701707E-1
4.561987850E1,1.968590134E-1,-1.884330294E-1,-1.565152865E0
4.563986150E1,5.437461783E-1,7.259989931E-1,-2.109530981E0
4.565984350E1,9.882294390E-1,9.522035008E-1,-1.770828091E0
4.567982650E1,8.871899910E-1,7.076265299E-1,-1.309389220E0
4.569980850E1,5.640288538E-1,3.738205366E-1,-1.835842697E0
4.571979150E1,2.337835224E-1,1.671208055E-1,-2.752718271E0
4.573977350E1,-3.401807740E-2,9.146806754E-2,-3.457525858E0
4.575975650E1,-6.433613176E-1,4.279752553E-2,-3.976098458E0
4.577973904E1,-5.857607616E-1,2.701576623E-1,-4.298699870E0
4.579972104E1,-2.796754675E-1,8.867457488E-1,-3.982443856E0
4.581970404E1,3.255375188E-1,1.323357488E0,-3.694243367E0
4.583968604E1,9.104194439E-1,1.954100733E0,-2.669849777E0
4.585966904E1,1.817257030E0,2.203270765E0,-1.450239290E0
4.587965104E1,1.988901753E0,2.253212857E0,-3.241175956E-1
4.589963404E1,1.487184922E0,1.629338190E0,7.095280445E-1
4.591961604E1,4.146768231E-1,1.573321571E0,1.267630745E0
4.593959804E1,-4.253374301E-2,1.626546875E0,1.334315316E0
4.595958104E1,-1.295221855E-1,1.609747825E0,1.934338460E0
4.597956304E1,-8.334904050E-1,1.573934214E0,2.824429693E0
4.599954604E1,-1.419971763E0,1.719463225E0,2.677604354E0
4.601952804E1,-9.178207033E-1,9.995837085E-1,2.046926597E0
4.603951104E1,-2.812405479E-1,-5.626879410E-1,2.604455101E0
4.605949304E1,-3.940287331E-1,-2.871055098E0,3.442959275E0
4.607947604E1,-1.335080570E0,-3.219299183E0,4.114579235E0
4.609945804E1,-1.716798649E0,-1.992971707E0,1.869560666E0
4.611944004E1,-2.593530164E0,-1.127208838E0,4.852423006E-1
4.613942304E1,-3.622449207E0,-1.026977402E0,1.167100151E0
4.615940504E1,-3.496841952E0,-1.342459610E0,1.597751677E0
4.617938804E1,-2.622877047E0,-1.455758477E0,1.476107372E0
4.619937004E1,-1.420669628E0,-1.226701405E0,1.016460673E0
4.621935304E1,-6.859649348E-1,-1.010551331E0,5.168938637E-2
4.623933504E1,-3.152126516E-1,-7.239772452E-1,-1.315798938E0
4.625931704E1,-9.754577313E-2,-5.024502178E-1,-2.856813328E0
4.627930004E1,1.751191021E-1,-2.444004580E-1,-4.101211916E0
4.629928204E1,4.790617206E-1,-1.186360587E-1,-5.011005927E0
4.631926504E1,1.049885112E0,9.155219436E-2,-5.268918423E0
4.633924704E1,7.913300798E-1,2.180493960E-1,-5.129686278E0
4.635923004E1,6.226219746E-1,5.913137162E-1,-5.046959871E0
4.637921204E1,6.015962642E-1,9.474182126E-1,-5.199226629E0
4.639919404E1,1.387524101E0,1.341671113E0,-4.045137118E0
4.641917704E1,1.673558635E0,1.339512468E0,-1.181107741E0
4.643915904E1,1.682920612E0,8.102070116E-1,1.103878301E0
4.645914204E1,1.237826610E0,3.389074697E-1,2.876152993E0
4.647912404E1,8.012167713E-1,5.123487499E-1,2.770474511E0
4.649910604E1,8.953519732E-1,1.069442002E0,2.331065025E0
4.651908904E1,8.310263883E-1,1.440048324E0,3.339126758E0
4.653907104E1,5.347424164E-1,2.009529268E0,3.879598349E0
4.655905404E1,5.166521909E-1,3.125539665E0,2.810678211E0
4.657903604E1,2.146334964E0,2.714821589E0,1.077381059E0
4.659901804E1,1.954511354E0,3.728724837E-1,1.841722657E0
4.661900104E1,6.426487613E-1,-3.282825088E0,3.765795745E0
4.663898304E1,-1.150516571E0,-5.047804794E0,4.709431686E0
4.665896604E1,-1.045471195E0,-4.066665396E0,2.180447767E0
4.667894804E1,-2.054419585E-1,-2.590268295E0,-1.509622443E-1
4.669893104E1,-3.619021204E-1,-1.523719787E0,-7.625622904E-1
4.671891304E1,-6.158678558E-1,-1.215311175E0,-1.173765392E0
4.673889504E1,-1.240122811E-1,-6.269554192E-1,-1.054836534E0
4.675887804E1,6.707170044E-1,-5.061788410E-3,5.220511079E-2
4.677885929E1,1.246425818E0,3.151052090E-1,4.903738171E-1
4.679884229E1,1.211317381E0,8.375040800E-1,-6.094769222E-1
4.681882429E1,3.715955979E-1,8.879572188E-1,-2.426195716E0
4.683880629E1,-3.385417995E-1,5.285161550E-1,-3.681083039E0
4.685878929E1,-7.986589799E-1,5.514333665E-1,-4.309385072E0
4.687877129E1,-3.260954162E-1,7.701181356E-1,-4.340164815E0
4.689875429E1,-6.483736239E-2,1.087032546E0,-3.160862694E0
4.691873629E1,1.085360169E-2,1.204895164E0,-3.099171061E0
4.693871829E1,3.034317546E-2,1.622487153E0,-2.810788724E0
4.695870129E1,2.638956597E-1,1.972270517E0,-2.490782890E0
4.697868329E1,-1.389188804E-2,2.055921077E0,-1.236016604E0
4.699866629E1,-3.545140538E-1,2.061991948E0,1.743563694E-1
4.701864829E1,-1.167379429E0,1.685511075E0,1.256873038E0
4.703863029E1,-1.739478098E0,1.179590096E0,2.032391004E0
4.705861329E1,-2.299475150E0,1.138559599E0,2.783871651E0
4.707859529E1,-2.253680927E0,2.213790637E0,3.003955586E0
4.709857829E1,-9.976797820E-1,1.983395284E0,2.308469045E0
4.711856029E1,7.600073496E-1,-1.623069390E0,4.367390621E0
4.713854229E1,1.318501814E-1,-5.227208480E0,6.996439111E0
4.715852529E1,-1.894127743E0,-4.774146330E0,4.303354254E0
4.717850729E1,-1.616463498E0,-2.623718753E0,5.744070768E-1
4.719849029E1,-2.098834377E0,-1.563511113E-1,5.277989209E-2
4.721847229E1,-2.632356845E0,4.560006675E-1,1.004130065E0
4.723845429E1,-2.293298152E0,-1.724515658E-1,2.404235913E0
4.725843729E1,-1.417968214E0,-1.120661418E0,3.353161245E0
4.727841929E1,-4.294340625E-1,-1.589291633E0,3.346445718E0
4.729840229E1,3.579636917E-1,-1.529556039E0,1.326354332E0
4.731838429E1,5.969330366E-1,-1.304386050E0,-9.663067657E-1
4.733836629E1,9.958913380E-1,-1.023151350E0,-2.965227138E0
4.735834929E1,1.408502157E0,-7.414232902E-1,-4.462785020E0
4.737833129E1,1.458285351E0,-4.983334125E-1,-5.427727046E0
4.739831329E1,1.130021714E0,-2.291580825E-1,-6.051771721E0
4.741829629E1,8.510285436E-1,2.884193207E-1,-6.268153784E0
4.743827829E1,3.817801320E-1,9.718410091E-1,-6.396422399E0
4.745826129E1,1.076707971E0,1.173076590E0,-5.618132268E0
4.747824329E1,1.113987114E0,1.005400372E0,-2.965898983E0
4.749822529E1,3.702663796E-1,4.477590901E-1,-1.663655645E-1
4.751820829E1,-2.345544778E-2,6.181668348E-1,1.490297395E0
4.753819029E1,4.836913267E-1,1.603613218E0,1.834299032E0
4.755817329E1,6.984757836E-1,1.966574452E0,2.286460710E0
4.757815529E1,3.915588693E-1,1.698173220E0,3.227827347E0
4.759813729E1,8.434323527E-2,1.905997006E0,4.411893779E0
4.761812029E1,1.054330604E0,2.980829263E0,3.377709610E0
4.763810229E1,3.224317263E0,2.152135110E0,2.210429950E0
4.765808429E1,2.881320178E0,-1.478179041E0,3.484579756E0
4.767806729E1,1.456198918E0,-5.313101739E0,4.367818637E0
4.769804929E1,8.567130605E-1,-6.374348575E0,4.191481231E0
4.771803229E1,1.213592094E0,-4.344304059E0,2.187856774E0
4.773801429E1,7.530803724E-1,-1.810397661E0,-5.927907228E-3
4.775799629E1,3.250869908E-1,-3.364441109E-1,-1.338345802E0
4.777797950E1,3.646605078E-1,3.485759139E-2,-9.898494101E-1
4.779796150E1,6.163614339E-1,9.051826045E-2,3.362651861E-1
4.781794350E1,8.443630832E-1,1.201573581E-2,9.633580148E-1
4.783792650E1,9.855996537E-1,2.414028098E-1,4.553981119E-1
4.785790850E1,9.575235169E-1,6.748665541E-1,-1.481044761E0
4.787789050E1,8.353874610E-1,1.017811526E0,-3.089626066E0
4.789787350E1,3.595002304E-1,9.850936503E-1,-4.264512370E0
4.791785550E1,1.165988522E-1,8.845728504E-1,-4.434768671E0
4.793783850E1,-3.655580554E-1,8.469634862E-1,-4.146551226E0
4.795782050E1,4.517566122E-2,1.047824553E0,-4.082361077E0
4.797780250E1,3.462249312E-1,1.132532728E0,-2.511590792E0
4.799778550E1,6.871830560E-3,8.575634649E-1,-7.681621689E-1
4.801776750E1,-6.030258353E-1,6.650424278E-1,2.179181260E-1
4.803774950E1,-9.770617687E-1,6.662522167E-1,7.197314358E-1
4.805773250E1,-9.146012995E-1,1.035047218E0,1.049594505E0
4.807771450E1,-1.442471264E0,9.214176911E-1,1.953854712E0
4.809769750E1,-2.138161434E0,1.745900241E0,2.998984283E0
4.811767950E1,-6.142396255E-1,2.120336197E0,1.948594556E0
4.813766150E1,7.696619797E-1,4.855136114E-1,4.107428091E0
4.815764450E1,2.545299552E-1,-2.726318092E0,5.236085722E0
4.817762650E1,-1.530016654E0,-3.764435391E0,4.180865026E0
4.819760850E1,-2.165494097E0,-2.638530335E0,1.954921829E0
4.821759150E1,-2.596952831E0,-1.409333923E0,1.362055092E0
4.823757350E1,-3.023229763E0,-1.377206689E0,1.941159237E0
4.825755550E1,-2.984412437E0,-1.667736270E0,1.747622246E0
4.827753850E1,-2.306496195E0,-1.813024523E0,1.095163611E0
4.829752050E1,-1.384820349E0,-1.382516692E0,3.951308602E-1
4.831750250E1,-2.345153014E-1,-9.996026389E-1,-6.654786301E-1
4.833748550E1,3.492959254E-1,-6.778783818E-1,-2.106807348E0
4.835746750E1,7.181278369E-1,-6.702150209E-1,-3.623402011E0
4.837744950E1,7.492117815E-1,-5.449709507E-1,-4.650908659E0
4.839743250E1,7.701269064E-1,-3.998627926E-1,-5.156367123E0
4.841741450E1,5.861536945E-1,-3.050233667E-1,-5.481148378E0
4.843739750E1,7.262056922E-1,2.495463002E-1,-5.468203227E0
4.845737950E1,3.394318188E-1,8.167627636E-1,-4.786444194E0
4.847736150E1,3.013663718E-1,1.094780326E0,-3.911886674E0
4.849734450E1,3.966810302E-1,1.162684042E0,-1.827090585E0
4.851732650E1,4.768836328E-1,9.565153107E-1,8.724022365E-1
4.853730850E1,1.593499289E-1,1.006219421E0,2.710690239E0
4.855729150E1,-2.641231164E-2,1.412208999E0,3.295804737E0
4.857727350E1,-2.513009034E-2,1.932291057E0,3.132393186E0
4.859725550E1,2.735859579E-1,1.938375962E0,3.231371929E0
4.861723850E1,6.558130364E-1,1.682122467E0,3.884388388E0
4.863722050E1,1.115462440E0,2.293213660E0,4.108794000E0
4.865720250E1,1.864858043E0,3.911401063E0,2.858401431E0
4.867718550E1,2.386930493E0,2.980781316E0,1.539125154E0
4.869716750E1,9.267425311E-1,-2.629691684E-1,2.037751147E0
4.871714950E1,-8.007033127E-1,-3.388526375E0,1.832941309E0
4.873713250E1,-1.795188322E0,-5.061529963E0,8.288147521E-1
4.875711450E1,-1.466904732E0,-5.392439684E0,4.757037377E-1
4.877709663E1,-9.135173719E-1,-4.335406351E0,3.073939741E-2
4.879707963E1,-7.044643557E-1,-2.485792876E0,-9.044818157E-1
4.881706163E1,-8.672142944E-1,-8.528549945E-1,-1.986156485E0
4.883704363E1,-1.125356586E0,-1.570269763E-1,-1.973337634E0
4.885702663E1,-9.650023980E-1,-9.287965849E-2,-1.042476690E0
4.887700863E1,-4.105034460E-1,-3.688394397E-2,-7.939185691E-1
4.889699063E1,1.274186132E-1,9.609745435E-2,-7.924707985E-1
4.891697363E1,1.333598228E-1,2.136573330E-1,-1.357733415E0
4.893695563E1,3.228894245E-1,5.466149685E-1,-2.166649507E0
4.895693763E1,6.189154977E-1,7.474448991E-1,-2.722472379E0
4.897692063E1,1.063310465E0,1.106665815E0,-2.980742725E0
4.899690263E1,1.037878586E0,1.403406309E0,-2.947298405E0
4.901688463E1,1.213660799E0,1.481152204E0,-2.705831788E0
4.903686763E1,1.034610577E0,1.260327280E0,-1.888091077E0
4.905684963E1,1.123683990E0,9.206272937E-1,-1.026953502E0
4.907683163E1,1.241583007E0,7.335719414E-1,7.050601870E-1
4.909681463E1,1.188949442E0,6.505586553E-1,2.553681974E0
4.911679663E1,2.402506891E-1,7.893034349E-1,3.370643250E0
4.913677863E1,-8.546589337E-1,1.434273175E0,2.760330761E0
4.915676163E1,-1.244550616E0,9.456377354E-1,2.447001278E0
4.917674363E1,-1.472324224E0,-3.955661123E-1,2.953945520E0
4.919672563E1,-1.943277537E0,-1.969846993E0,3.357532623E0
4.921670863E1,-3.273836163E0,-3.111513948E0,3.019794524E0
4.923669063E1,-4.549091385E0,-3.460870466E0,1.895815249E0
4.925667263E1,-4.883855299E0,-3.012762370E0,9.666792333E-1
4.927665563E1,-4.250419995E0,-2.430985170E0,1.224895785E0
4.929663763E1,-3.314923671E0,-2.064473507E0,1.546764541E0
4.931661963E1,-2.389432517E0,-1.812601915E0,1.712520241E0
4.933660263E1,-1.530469521E0,-1.619626111E0,1.490226059E0
4.935658463E1,-5.525199985E-1,-1.233902982E0,8.151889855E-1
4.937656663E1,2.238401129E-1,-7.778614571E-1,-4.797061568E-1
4.939654963E1,7.114604031E-1,-4.525056771E-1,-1.922415987E0
4.941653163E1,1.089528942E0,-1.015679631E-1,-3.264831451E0
4.943651363E1,1.083389658E0,2.135153188E-1,-4.515136312E0
4.945649563E1,1.046888195E0,4.800403252E-1,-5.214508912E0
4.947647863E1,6.220319174E-1,4.805419432E-1,-5.126139357E0
4.949646063E1,6.692249411E-1,5.771544642E-1,-4.667789571E0
4.951644263E1,5.940323791E-1,5.253633363E-1,-3.487374725E0
4.953642563E1,8.444265255E-1,8.875717411E-1,-2.430968798E0
4.955640763E1,4.849543983E-1,9.792693119E-1,-6.084945899E-1
4.957638963E1,-1.621351039E-1,8.493149440E-1,1.061382492E0
4.959637263E1,-5.192516072E-1,5.948963052E-1,1.599833871E0
4.961635463E1,-2.751879488E-1,5.521449727E-1,1.588736440E0
4.963633663E1,-3.898674890E-2,7.393590038E-1,1.989552548E0
4.965631963E1,1.077023502E-1,9.530439650E-1,1.914832149E0
4.967630163E1,-4.304359098E-1,1.665092306E0,1.365734160E0
4.969628363E1,-1.210395494E0,3.362827862E0,1.596629012E-1
4.971626563E1,2.541100520E-1,3.689168569E0,-1.208405467E0
4.973624863E1,1.672100194E0,1.694997890E0,1.918188450E0
4.975623063E1,6.812476936E-1,-2.710795489E0,5.366355255E0
4.977621225E1,-1.449757187E0,-5.531105819E0,6.568752708E0
4.979619525E1,-1.829939348E0,-5.330013641E0,4.124776779E0
4.981617725E1,-5.721812611E-1,-3.317643795E0,4.600203359E-1
4.983615925E1,-4.586596157E-1,-1.441877187E0,-1.893116174E0
4.985614225E1,-8.210838559E-1,-5.099460559E-1,-3.062055275E0
4.987612425E1,-6.019187747E-1,1.367956102E-3,-3.203260855E0
4.989610625E1,-2.330830625E-1,3.529847876E-1,-2.213109144E0
4.991608825E1,1.371923803E-1,3.589124756E-1,-5.050930130E-1
4.993607125E1,7.795990303E-2,2.234919112E-1,7.326584601E-1
4.995605325E1,-2.101782032E-1,2.933730818E-2,4.816497713E-1
4.997603525E1,-3.339764397E-1,1.411831415E-1,-3.679687893E-1
4.999601825E1,-2.599325997E-1,4.039834716E-1,-1.439462872E0
5.001600025E1,-2.372879049E-1,6.397865492E-1,-2.115968766E0
5.003598225E1,-3.513488097E-1,7.897954050E-1,-2.467493430E0
5.005596525E1,2.955606714E-2,9.059549486E-1,-2.528077016E0
5.007594725E1,3.691917345E-1,1.057823292E0,-2.817667973E0
5.009592925E1,1.133067748E0,1.261762480E0,-3.042765310E0
5.011591125E1,7.962532892E-1,1.277093002E0,-2.416368885E0
5.013589425E1,5.114144379E-1,1.437582407E0,-1.855029166E0
5.015587625E1,3.769291357E-1,1.917645244E0,-1.944089862E0
5.017585825E1,4.596923802E-1,2.242917518E0,-1.783114260E0
5.019584125E1,2.104970226E-1,2.306711664E0,-1.016842496E0
5.021582325E1,-6.359171543E-1,1.638576791E0,-3.388245124E-1
5.023580525E1,-1.625967124E0,1.817821432E0,4.506981200E-1
5.025578725E1,-1.169491662E0,1.651042323E0,5.451487792E-1
5.027577025E1,-1.143659248E0,5.658314042E-1,3.383379071E0
5.029575225E1,-1.925865114E0,-1.773481996E0,5.627280237E0
5.031573425E1,-2.737958145E0,-3.925380294E0,5.815140751E0
5.033571725E1,-3.692252683E0,-3.581885610E0,4.865032527E0
5.035569925E1,-3.363912520E0,-2.483180341E0,3.036702332E0
5.037568125E1,-3.022359405E0,-1.394023574E0,2.776687177E0
5.039566325E1,-2.882507163E0,-9.778893690E-1,2.728254105E0
5.041564625E1,-2.754271876E0,-8.340244020E-1,1.340801048E0
5.043562825E1,-2.183705835E0,-9.214217842E-1,-2.900838768E-1
5.045561025E1,-1.367677336E0,-8.977238962E-1,-1.380691922E0
5.047559325E1,-4.029260758E-1,-5.771869893E-1,-2.499820932E0
5.049557525E1,3.176164419E-1,-2.956423862E-1,-3.696048988E0
5.051555725E1,7.280990937E-1,-1.703571662E-2,-4.471376919E0
5.053553925E1,5.679358171E-1,2.746395531E-1,-5.182546862E0
5.055552225E1,5.599816304E-1,3.913610141E-1,-5.493618734E0
5.057550425E1,3.163660149E-1,5.471347860E-1,-5.094585443E0
5.059548625E1,-5.362401076E-2,6.016548094E-1,-3.672646092E0
5.061546825E1,-2.352942237E-1,4.293679158E-1,-2.133363647E0
5.063545125E1,2.867655820E-1,3.169992683E-1,-4.388960999E-1
5.065543325E1,5.434098172E-1,4.393744022E-1,6.270840579E-1
5.067541525E1,2.952638521E-1,6.010064263E-1,1.321330989E0
5.069539825E1,1.949811801E-1,3.858636081E-1,2.416778190E0
5.071538025E1,6.534572663E-1,8.829867201E-1,2.946251169E0
5.073536225E1,8.105672731E-1,1.617291902E0,3.084368834E0
5.075534425E1,7.581597756E-1,2.330761555E0,3.296343266E0
5.077532742E1,1.318194981E0,3.404489858E0,3.888824671E0
5.079530942E1,3.412318403E0,4.343062695E0,2.550264861E0
5.081529142E1,4.958809587E0,2.996682819E0,2.500699183E0
5.083527342E1,3.360891849E0,-1.704349927E0,3.799116688E0
5.085525642E1,3.639181307E-1,-5.080463832E0,3.999016035E0
5.087523842E1,-4.403517643E-1,-5.921591066E0,3.344732484E0
5.089522042E1,8.694962434E-1,-3.960919963E0,2.586229330E0
5.091520242E1,1.164481768E0,-1.984425417E0,1.436787770E0
5.093518542E1,5.551464947E-1,-9.332359372E-1,-6.210912466E-3
5.095516742E1,-7.947340364E-1,-6.660477834E-1,-9.075287998E-1
5.097514942E1,-1.176549471E0,-4.679911872E-1,-6.579175955E-1
5.099513242E1,-6.613548812E-1,-5.412646931E-1,-6.083010471E-1
5.101511442E1,5.965605690E-1,-4.115986660E-1,-3.630635601E-1
5.103509642E1,8.709285919E-1,-3.092741463E-1,-1.110628327E0
5.105507842E1,4.084733292E-2,-2.946606387E-1,-2.810078872E0
5.107506142E1,-3.854568612E-1,-1.521270096E-2,-4.732904749E0
5.109504342E1,-5.038719317E-1,4.062639588E-1,-5.546734841E0
5.111502542E1,-3.593336213E-1,7.110012504E-1,-5.048075520E0
5.113500742E1,-1.820972241E-1,1.096654359E0,-3.657660263E0
5.115499042E1,9.740518413E-2,1.131679327E0,-2.906469637E0
5.117497242E1,3.933776457E-1,1.165080815E0,-2.172386211E0
5.119495442E1,1.321838016E-1,1.250717089E0,-1.378508572E0
5.121493642E1,-2.606055777E-1,1.133990731E0,-8.791931927E-1
5.123491942E1,-4.690829720E-1,9.870751986E-1,2.806143111E-1
5.125490142E1,-3.967698348E-1,9.660151358E-1,1.910140927E0
5.127488342E1,-4.616270411E-1,1.675640098E0,3.355112461E0
5.129486542E1,-8.840547140E-1,4.094195549E0,2.557195566E0
5.131484842E1,1.403951561E0,2.554526896E0,1.220947160E0
5.133483042E1,1.446057069E0,-1.659082391E0,5.186189677E0
5.135481242E1,-7.155976005E-1,-6.295121727E0,7.135177751E0
5.137479442E1,-2.425557784E0,-4.746115948E0,5.220074877E0
5.139477742E1,-8.255015004E-1,-1.429381833E0,1.386673624E0
5.141475942E1,-9.273083223E-1,2.218535945E-1,9.309164929E-1
5.143474142E1,-1.864112231E0,-3.316198656E-1,2.045267742E0
5.145472342E1,-1.987042631E0,-9.214944358E-1,2.471498188E0
5.147470642E1,-9.759659274E-1,-6.977934135E-1,1.710757306E0
5.149468842E1,-3.845309546E-1,-3.145404410E-1,3.011006159E-1
5.151467042E1,-2.417034664E-1,-6.774584055E-1,-1.363787622E0
5.153465242E1,-3.423302471E-1,-1.242268301E0,-2.531494129E0
5.155463542E1,-1.037042982E-2,-1.415363134E0,-2.977774093E0
5.157461742E1,-3.054448413E-3,-1.257176947E0,-3.339917302E0
5.159459942E1,-8.471094291E-2,-6.998953414E-1,-4.191949008E0
5.161458142E1,2.534148546E-2,-1.600762993E-2,-4.865979191E0
5.163456442E1,-5.882714647E-2,6.054408816E-1,-5.058467191E0
5.165454642E1,-1.592480047E-1,6.446230736E-1,-4.595801575E0
5.167452842E1,-3.920952051E-1,4.478809315E-1,-3.163286365E0
5.169451042E1,-1.183376863E-1,3.459247863E-1,-1.743218123E0
5.171449342E1,3.271801478E-1,9.004513299E-1,-8.463680935E-1
5.173447542E1,5.059117694E-1,1.299013629E0,-8.810584545E-2
5.175445742E1,7.534545760E-2,9.480950278E-1,-2.289769650E-3
5.177443938E1,-2.920249880E-1,7.066555998E-1,3.757040709E-1
5.179442138E1,-2.118630784E-1,6.827469197E-1,9.648291743E-1
5.181440438E1,-8.424092727E-3,8.313173604E-1,1.950208973E0
5.183438638E1,-2.509702434E-1,1.936317742E0,3.131647666E0
5.185436838E1,8.815910993E-2,2.512678959E0,2.277720877E0
5.187435038E1,1.360578816E0,6.563262758E-1,2.372211297E0
5.189433338E1,1.107287520E0,-2.363377324E0,4.206703287E0
5.191431538E1,4.849757407E-1,-3.836892917E0,6.218577581E0
5.193429738E1,1.345985774E0,-2.736881672E0,5.480688202E0
5.195427938E1,1.724621492E0,-2.043536674E0,2.583891613E0
5.197426238E1,1.088691621E0,-1.803010289E0,1.277732395E0
5.199424438E1,4.573989926E-1,-1.696288370E0,6.719935977E-1
5.201422638E1,5.327924796E-1,-9.203496972E-1,-2.537586343E-1
5.203420838E1,1.103326543E0,1.269372046E-2,-7.337758631E-1
5.205419038E1,1.321698340E0,3.307451221E-1,-3.649299914E-1
5.207417338E1,9.162013900E-1,1.897614437E-1,-6.281611151E-1
5.209415538E1,-1.204080940E-1,-2.318076020E-1,-1.809906787E0
5.211413738E1,-1.049159180E0,-7.685384372E-1,-2.941369328E0
5.213411938E1,-1.268039173E0,-1.027876192E0,-3.549014318E0
5.215410238E1,-6.664642514E-1,-7.616512942E-1,-3.429973778E0
5.217408438E1,8.969763114E-2,-1.767189369E-1,-3.065198738E0
5.219406638E1,3.025463399E-1,1.370613661E-1,-3.179746862E0
